EwEVersion,"6.6.16889.1 (compiled 27/04/2020)"
Date,"28/04/2020 15:21:17"
ModelName,Kat_200116
EcosimScenario,WGINOSE_baseline_seal_x10
TimeSeries,"Katt_mints - Baseline_seals_x10"
StartYear,1982

Data,Biomass

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
2018,0.0008882558,0.04035489,0.2819782,0.4566731,0.0742244,0.3585738,0.05177975,0.2324385,1.011095,0.04633065,0.7800131,0.05410027,0.01196572,0.792639,0.1179842,7.10128,1.784266,10.99646,0.4084446,98.79778,57.48026,1.912159,10.08724,25.91077,0.08848413,9.30347,6.628618,0.3056597,31.57758
2019,0.0006941978,0.04033304,0.2819782,0.4582998,0.07555621,0.3663187,0.06993314,0.237864,0.942816,0.03878087,0.7812706,0.05407194,0.01206974,0.7938154,0.1073913,7.111564,1.782243,10.99585,0.4340822,100.9653,57.76743,1.90949,10.04056,25.8483,0.0954055,9.295324,6.628212,0.3056344,31.57497
2020,0.0005530624,0.04032058,0.2819782,0.4594884,0.0760441,0.3740095,0.08549577,0.2413933,0.8961546,0.03343369,0.7826294,0.05394051,0.01218335,0.7950496,0.09810852,7.123859,1.780271,10.99786,0.465348,102.8938,57.78186,1.907317,10.01385,25.71582,0.1007229,9.29563,6.629216,0.3056217,31.57692
2021,0.0004466239,0.04031344,0.2819782,0.4600068,0.07609934,0.3808701,0.09529644,0.2434231,0.8643899,0.0294735,0.7833949,0.05386184,0.01231074,0.7964992,0.08991051,7.136189,1.77802,11.00147,0.5015267,104.5285,57.62425,1.9045,10.00222,25.55702,0.1048191,9.301096,6.630942,0.3056175,31.58143
2022,0.0003635823,0.04030934,0.2819782,0.460177,0.07597765,0.3858163,0.09965452,0.2444036,0.843053,0.02642995,0.7836128,0.05379932,0.01245009,0.798276,0.08260886,7.147049,1.775143,11.00588,0.5416895,105.8556,57.37574,1.900619,10.00186,25.40288,0.1080212,9.309184,6.632857,0.3056188,31.58702
2023,0.0002971044,0.04030694,0.2819782,0.4603515,0.07585592,0.3884428,0.09999365,0.2447198,0.8290533,0.02401795,0.7834564,0.05373999,0.01259848,0.8004187,0.076047,7.156672,1.771704,11.01054,0.5847052,106.8868,57.09343,1.895693,10.00999,25.27057,0.1105735,9.318151,6.634623,0.3056234,31.59273
2024,0.0002430264,0.04030557,0.2819782,0.4606316,0.07581236,0.3890539,0.09777804,0.2446554,0.8201795,0.02205679,0.783086,0.0536931,0.01275254,0.802891,0.07009993,7.165629,1.767848,11.01509,0.6292863,107.648,56.81301,1.889962,10.0243,25.16648,0.1126497,9.326947,6.636082,0.3056298,31.59804
2025,0.0001986935,0.04030484,0.2819782,0.4610467,0.07586143,0.3881328,0.09434965,0.2443992,0.8148074,0.02042714,0.7826747,0.05365954,0.01290828,0.8056061,0.0646714,7.174219,1.763729,11.01937,0.6740723,108.1723,56.55399,1.883739,10.04275,25.09009,0.1143713,9.335019,6.637197,0.3056371,31.60274
2026,0.0001622771,0.04030461,0.2819782,0.4615928,0.07598767,0.3862142,0.09069698,0.2440664,0.8117239,0.01904737,0.782306,0.05363799,0.01306144,0.8084502,0.05968943,7.182585,1.759528,11.02329,0.7177345,108.4952,56.32517,1.877324,10.06346,25.03738,0.1158242,9.342134,6.637997,0.3056448,31.60677
2027,0.0001323956,0.04030471,0.2819782,0.4622303,0.07616783,0.3838363,0.08742682,0.2437225,0.8100174,0.01785982,0.7820261,0.05362559,0.01320796,0.8113059,0.05510088,7.190756,1.755421,11.02681,0.7590819,108.6522,56.12899,1.870962,10.08479,25.00331,0.1170695,9.348244,6.638545,0.3056525,31.61018
2028,0.0001079321,0.04030509,0.2819782,0.4629213,0.07637648,0.3814278,0.08487301,0.2434011,0.8090102,0.01682281,0.7818513,0.05362074,0.01334432,0.8140667,0.05086635,7.198666,1.75156,11.02993,0.7971511,108.6773,55.96444,1.864833,10.10531,24.98306,0.1181515,9.353392,6.638903,0.30566,31.61302
2029,8.795236E-05,0.04030567,0.2819782,0.4636141,0.07659221,0.3792638,0.0831641,0.2431173,0.808211,0.01590556,0.7817733,0.05362092,0.01346784,0.8166466,0.04695582,7.206201,1.748055,11.03264,0.8312644,108.6018,55.82896,1.859062,10.12388,24.97268,0.119103,9.357659,6.639127,0.305667,31.61536
2030,7.166524E-05,0.04030639,0.2819782,0.4642641,0.07679787,0.3774996,0.08224416,0.2428768,0.8072829,0.01508509,0.7817724,0.0536236,0.0135768,0.8189865,0.04334521,7.21324,1.744978,11.03494,0.8610495,108.4544,55.71954,1.853722,10.13963,24.96922,0.1199485,9.361133,6.639256,0.3056736,31.61726
